CPM_ID	Chinese_patent_medicine	Pinyin_term	Routes_of_administration
CPM05181	清肝利胆颗粒	Qinggan Lidan Keli	Oral
CPM05182	清肝利胆口服液	Qinggan Lidan Koufuye	Oral
CPM05183	清肝片	Qinggan Pian	Oral
CPM05184	清肝七味散	Qinggan Qiwei San	Oral
CPM05185	清肝祛黄胶囊	Qinggan Quhuang Jiaonang	Oral
CPM05186	清肝注射液	Qinggan Zhusheye	Injection
CPM05187	清感穿心莲胶囊	Qinggan Chuanxinlian Jiaonang	Oral
CPM05188	清感穿心莲片	Qinggan Chuanxinlian Pian	Oral
CPM05189	清感九味丸	Qinggan Jiuwei Wan	Oral
CPM05190	清感丸	Qinggan Wan	Oral
CPM05191	清膈丸	Qingge Wan	Oral
CPM05192	清宫寿桃丸	Qinggong Shoutao Wan	Oral
CPM05193	清宫长春胶囊	Qinggong Changchun Jiaonang	Oral
CPM05194	清宫长春片	Qinggong Changchun Pian	Oral
CPM05195	清咳散	Qingke San	Topical
CPM05196	清喉利咽颗粒	Qinghou Liyan Keli	Oral
CPM05197	清喉散	Qinghou San	Topical
CPM05198	清喉咽冲剂	Qinghouyan Chongji	Oral
CPM05199	清喉咽合剂	Qinghouyan Heji	Oral
CPM05200	清喉咽颗粒	Qinghouyan Keli	Oral
CPM05201	清火胶囊	Qinghuo Jiaonang	Oral
CPM05202	清火片	Qinghuo Pian	Oral
CPM05203	清火爽口颗粒	Qinghuoshuangkou Keli	Oral
CPM05204	清火养元胶囊	Qinghuo Yangyuan Jiaonang	Oral
CPM05205	清火养元片	Qinghuo Yangyuan Pian	Oral
CPM05206	清火栀麦胶囊	Qinghuo Zhimai Jiaonang	Oral
CPM05207	清火栀麦片	Qinghuo Zhimai Pian	Oral
CPM05208	清火栀麦丸	Qinghuo Zhimai Wan	Oral
CPM05209	清降片	Qingjiang Pian（Baomoyi）	Oral
CPM05210	清降丸	Qingjiang Wan	Oral
CPM05211	清解颗粒	Qingjie Keli	Oral
CPM05212	清解片	Qingjie Pian	Oral
CPM05213	清解退热颗粒	Qingjie Tuire Keli	Oral
CPM05214	清金理嗽丸	Qingjin Lisou Wan	Oral
CPM05215	清金糖浆	Qingjin Tangjiang	Oral
CPM05216	清金止嗽化痰丸	Qingjin Zhisou Huatan Wan	Oral
CPM05217	清金止嗽西瓜膏	Qingjin Zhisou Xigua Gao	Oral
CPM05218	清经胶囊	Qingjing Jiaonang	Oral
CPM05219	清开灵滴丸	Qingkailing Diwan	Oral
CPM05220	清开灵分散片	Qingkailing Fensanpian	Oral
CPM05221	清开灵胶囊	Qingkailing jiaonang	Oral
CPM05222	清开灵颗粒	Qingkailing Keli	Oral
CPM05223	清开灵口服液	Qingkailing Koufuye	Oral
CPM05224	清开灵泡腾片	Qingkailing Paotengpian	Oral
CPM05225	清开灵片	Qingkailing Pian	Oral
CPM05226	清开灵软胶囊	Qingkailing Ruanjiaonang	Oral
CPM05227	清开灵注射液	Qingkailing Zhusheye	Injection
CPM05228	清凉防暑颗粒	Qingliang Fangshu Keli	Oral
CPM05229	清凉含片	Qingliang Hanpian	Oral
CPM05230	清凉喉片	Qingliang Houpian	Oral
CPM05231	清凉眼药膏	Qingliang Yanyao Gao	Topical
CPM05232	清凉油	Qingliang You	Topical
CPM05233	清凉止痒搽剂	Qingliang Zhiyang Chaji	Topical
CPM05234	清淋颗粒	Qinglin Keli	Oral
CPM05235	清淋片	Qinglin Pian	Oral
CPM05236	清脑复神液	Qingnao Fushen Ye	Oral
CPM05237	清脑降压胶囊	Qingnao Jiangya Jiaonang	Oral
CPM05238	清脑降压颗粒	Qingnao Jiangya Keli	Oral
CPM05239	清脑降压片	Qingnao Jiangya Pian	Oral
CPM05240	清脑止痛胶囊	Qingnao Zhitong Jiaonang	Oral
CPM05241	清宁丸	Qingning Wan（Nongsuo Wan）	Oral
CPM05242	清平颗粒	Qingping Keli	Oral
CPM05243	清气化痰丸	Qingqi Huatan Wan（Nongsuo Wan）	Oral
CPM05244	清热安宫丸	Qingre Angong Wan	Oral
CPM05245	清热暗疮胶囊	Qingre Anchuang Jiaonang	Oral
CPM05246	清热暗疮片	Qingre Anchuang Pian	Oral
CPM05247	清热暗疮丸	Qingre Anchuang Wan	Oral
CPM05248	清热八味胶囊	Qingre Bawei Jiaonang	Oral
CPM05249	清热八味散	Qingre Bawei San	Oral
CPM05250	清热八味丸	Qingre Bawei Wan	Oral
CPM05251	清热除湿止泻合剂	Qingre Chushi Zhixie Heji	Oral
CPM05252	清热除湿止泻颗粒	Qingre Chushi Zhixie Keli	Oral
CPM05253	清热导滞散	Qingre Daozhi San	Oral
CPM05254	清热地黄丸	Qingre Dihuang Wan	Oral
CPM05255	清热定惊散	Qingre Dingjing San	Oral
CPM05256	清热二十三味散	Qingre Ershisanwei San	Oral
CPM05257	清热二十五味丸	Qingre Ershiwuwei Wan	Oral
CPM05258	清热感冒颗粒	Qingre Ganmao Keli	Oral
CPM05259	清热化毒丸	Qingre Huadu Wan	Oral
CPM05260	清热化湿口服液	Qingre Huashi Koufuye	Oral
CPM05261	清热解毒合剂	Qingre Jiedu Heji	Oral
CPM05262	清热解毒胶囊	Qingre Jiedu Jiaonang	Oral
CPM05263	清热解毒颗粒	Qingre Jiedu Keli	Oral
CPM05264	清热解毒口服液	Qingre Jiedu Koufuye	Oral
CPM05265	清热解毒泡腾片	Qingre Jiedu Paoteng Pian	Oral
CPM05266	清热解毒片	Qingre Jiedu Pian	Oral
CPM05267	清热解毒软胶囊	Qingre Jiedu Ruanjiaonang	Oral
CPM05268	清热解毒糖浆	Qingre Jiedu Tangjiang	Oral
CPM05269	清热解毒注射液	Qingre Jiedu Zhusheye	Injection
CPM05270	清热卡森胶囊	Qingre Kasen Jiaonang	Oral
CPM05271	清热卡森颗粒	Qingre Kasen Keli	Oral
CPM05272	清热利胆颗粒	Qingre Lidan Keli	Oral
CPM05273	清热利咽茶	Qingre Liyan Cha	Oral
CPM05274	清热凉茶	Qingre Liangcha	Oral
CPM05275	清热凉血丸	Qingre Liangxue Wan	Oral
CPM05276	清热灵颗粒	Qingreling Keli	Oral
CPM05277	清热明目茶	Qingre Mingmu Cha	Oral
CPM05278	清热祛湿颗粒	Qingre Qushi Keli	Oral
CPM05279	清热去湿茶	Qingre Qushi Cha	Oral
CPM05280	清热去湿胶囊	Qingre Qushi Jiaonang	Oral
CPM05281	清热去湿片	Qingre Qushi Pian	Oral
CPM05282	清热散结胶囊	Qingre Sanjie Jiaonang	Oral
CPM05283	清热散结片		Oral
CPM05284	清热神芎丸	Qingre Shenxiong Wan	Oral
CPM05285	清热通淋胶囊	Qingre Tonglin Jiaonang	Oral
CPM05286	清热通淋片	Qingre Tonglin Pian	Oral
CPM05287	清热通淋丸	Qingre Tonglin Wan	Oral
CPM05288	清热丸	Qingre Wan	Oral
CPM05289	清热消炎宁片	Qingre Xiaoyanning Pian	Oral
CPM05290	清热消炎宁软胶囊	Qingre Xiaoyanning Ruanjiaonang	Oral
CPM05291	清热醒脑灵片	Qingre Xingnaoling Pian	Oral
CPM05292	清热银花糖浆	Qingre Yinhua Tangjiang	Oral
CPM05293	清热镇咳糖浆	Qingre Zhenke Tangjiang	Oral
CPM05294	清热镇惊散	Qingre Zhenjing San	Oral
CPM05295	清热止咳颗粒	Qingre Zhike Keli	Oral
CPM05296	清热止痛三味汤散	Qingre Zhitong Sanweitang San	Oral
CPM05297	清热止痒洗剂	Qingre Zhiyang Xiji	Topical
CPM05298	清热治痢丸	Qingre Zhili Wan	Oral
CPM05299	清润丸	Qingrun Wan	Oral
CPM05300	清身饮颗粒	Qingshenyin Keli	Oral
CPM05301	清舒油软膏	Qingshuyou Ruangao	Topical
CPM05302	清暑解毒颗粒	Qingshu Jiedu Keli	Oral
CPM05303	清暑益气丸	Qingshu Yiqi Wan	Oral
CPM05304	清胃和中丸	Qingwei Hezhong Wan	Oral
CPM05305	清胃黄连片	Qingwei Huanglian Pian	Oral
CPM05306	清胃黄连丸	Qingwei Huanglian Wan	Oral
CPM05307	清胃丸	Qingwei Wan	Oral
CPM05308	清胃消渴胶囊	Qingwei Xiaoke Jiaonang	Oral
CPM05309	清胃止痛微丸	Qingwei Zhitong Weiwan	Oral
CPM05310	清瘟解毒片	Qingwen Jiedu Pian	Oral
CPM05311	清瘟解毒丸	Qingwen Jiedu Wan	Oral
CPM05312	清瘟消肿九味丸	Qingwen Xiaozhong Jiuwei Wan	Oral
CPM05313	清瘟止痛十一味丸	Qingwen Zhitong Shiyiwei Wan	Oral
CPM05314	清涎快膈丸	Qingxian Kuaige Wan	Oral
CPM05315	清泻丸	Qingxie Wan	Oral
CPM05316	清心沉香八味散	Qingxin Chenxiang Bawei San	Oral
CPM05317	清心沉香八味丸	Qingxin Chenxiang Bawei Wan	Oral
CPM05318	清心滚痰丸	Qingxin Guntan Wan	Oral
CPM05319	清心明目上清丸	Qingxin Mingmu Shangqing Wan	Oral
CPM05320	清心牛黄片	Qingxin Niuhuang Pian	Oral
CPM05321	清心丸	Qingxin Wan	Oral
CPM05322	清宣止咳颗粒	Qingxuan Zhike Keli	Oral
CPM05323	清眩片	Qingxuan Pian	Oral
CPM05324	清眩丸	Qingxuan Wan	Oral
CPM05325	清眩治瘫丸	Qingxuan Zhitan Wan	Oral
CPM05326	清血八味胶囊	Qingxue Bawei Jiaonang	Oral
CPM05327	清血八味片	Qingxue Bawei Pian	Oral
CPM05328	清血内消丸	Qingxue Neixiao Wan	Oral
CPM05329	清咽滴丸	Qingyan Diwan	Oral
CPM05330	清咽利膈丸	Qingyan Lige Wan	Oral
CPM05331	清咽利喉茶	Qingyan Lihou Cha	Oral
CPM05332	清咽六味散	Qingyan Liuwei San	Oral
CPM05333	清咽片	Qingyan Pian	Oral
CPM05334	清咽润喉丸	Qingyan Runhou Wan	Oral
CPM05335	清咽舒茶	Qingyanshu Cha	Oral
CPM05336	清咽丸	Qingyan Wan（Damiwan）	Oral
CPM05337	清咽抑火丸	Qingyan Yihuo Wan	Oral
CPM05338	清咽饮茶	Qingyanyin Cha	Oral
CPM05339	清胰利胆颗粒	Qingyi Lidan Keli	Oral
CPM05340	清胰利胆片	Qingyi Lidan Pian	Oral
CPM05341	清胰利胆丸	Qingyi Lidan Wan	Oral
CPM05342	清音丸	Qingyin Wan	Oral
CPM05343	清燥润肺合剂	Qingzao Runfei Heji	Oral
CPM05344	清脂胶囊	Qingzhi Jiaonang	Oral
CPM05345	清浊祛毒丸	Qingzhuo Qudu Wan	Oral
CPM05346	情安喘定片	Qing’an Chuanding Pian	Oral
CPM05347	琼玉膏	Qiongyu Gao	Oral
CPM05348	秋梨润肺膏	Qiuli Runfei Gao	Oral
CPM05349	秋水健脾散	Qiushui Jianpi San	Oral
CPM05350	秋泻灵合剂	Qiuxieling Heji	Oral
CPM05351	秋泻灵颗粒	Qiuxieling Keli	Oral
CPM05352	秋燥感冒颗粒	Qiuzao Ganmao Keli	Oral
CPM05353	曲麦枳术丸	Qumai Zhizhu Wan	Oral
CPM05354	驱白巴布期片	Qubai Babuqi pian	Oral
CPM05355	驱白马日白热斯丸	Qubaimari Bairesi Wan	Oral
CPM05356	驱虫斑鸠菊注射液	Quchongbanjiuju Zhusheye	Injection
CPM05357	驱虫消食片	Quchong Xiaoshi Pian	Oral
CPM05358	驱毒养颜口服液	Qudu Yangyan Koufuye	Oral
CPM05359	驱风保济油	Qufeng Baoji You	Topical
CPM05360	驱风蛇酒	Qufeng Shenjiu	Oral
CPM05361	驱风苏合丸	Qufeng Suhe Wan	Oral
CPM05362	驱风通络药酒	Qufeng Tongluo Yaojiu	Oral
CPM05363	驱风痛片	Qufengtong Pian	Oral
CPM05364	驱风药酒	Qufeng Yaojiu	Oral
CPM05365	驱风液	Qufeng Ye	Oral
CPM05366	驱风油	Qufeng You	Topical
CPM05367	祛斑调经胶囊	Quban Tiaojing Jiaonang	Oral
CPM05368	祛痹舒肩丸	Qubi Shujian Wan	Oral
CPM05369	祛风除湿药酒	Qufeng Chushi Yaojiu	Oral
CPM05370	祛风骨痛巴布膏	Qufeng Gutong Babugao	Topical
CPM05371	祛风化痰丸	Qufeng Huatan Wan	Oral
CPM05372	祛风湿膏	Qufengshi Gao	Topical
CPM05373	祛风湿药酒	Qufengshi Yaojiu	Oral
CPM05374	祛风湿止痛散	Qufengshi Zhitong San	Topical
CPM05375	祛风舒筋丸	Qufeng Shujin Wan	Oral
CPM05376	祛风通络酒	Qufeng Tongluo Jiu	Oral
CPM05377	祛风息痛丸	Qufeng Xitong Wan	Oral
CPM05378	祛风止痛胶囊	Qufeng Zhitong Jiaonang	Oral
CPM05379	祛风止痛片	Qufeng Zhitong Pian	Oral
CPM05380	祛风止痛丸	Qufeng Zhitong Wan	Oral
CPM05381	祛风止痒口服液	Qufeng Zhiyang Koufuye	Oral
CPM05382	祛腐二香栓	Qufu Erxiang Shuan	Topical
CPM05383	祛伤消肿酊	Qushang Xiaozhong Ding	Topical
CPM05384	祛暑露	Qushu Lu	Oral
CPM05385	祛暑片	Qushu Pian	Oral
CPM05386	祛暑丸	Qushu Wan	Oral
CPM05387	祛痰灵口服液	Qutanling Koufuye	Oral
CPM05388	祛痰平喘片	Qutan Pingchuan Pian	Oral
CPM05389	祛痰止咳胶囊	Qutan Zhike Jiaonang	Oral
CPM05390	祛痰止咳颗粒	Qutan Zhike Keli	Oral
CPM05391	祛痛健身膏	Qutong Jianshen Gao	Topical
CPM05392	祛痛橡胶膏	Qutong Xiangjiaogao	Topical
CPM05393	祛瘀健脾茶	Quyu Jianpi Cha	Oral
CPM05394	祛瘀散结胶囊	Quyusanjie Jiaonang	Oral
CPM05395	祛瘀散结片	Quyu Sanjie Pian	Oral
CPM05396	祛瘀益胃胶囊	Quyu Yiwei Jiaonang	Oral
CPM05397	祛瘀益胃片	Quyu Yiwei Pian	Oral
CPM05398	祛瘀止痛酒	Quyu Zhitong Jiu	Topical
CPM05399	祛浊茶	Quzhuo Cha	Oral
CPM05400	祛浊降脂茶	Quzhuo Jiangzhi Cha	Oral
CPM05401	祛浊胶囊	Quzhuo Jiaonang	Oral
CPM05402	龋齿宁含片	Quchining Hanpian	Oral
CPM05403	去感热口服液	Quganre Koufuye	Oral
CPM05404	全杜仲胶囊	Quanduzhong Jiaonang	Oral
CPM05405	全龟胶囊	Quangui Jiaonang	Oral
CPM05406	全龟片	Quangui Pian	Oral
CPM05407	全鸡拔毒膏	Quanji Badu Gao	Topical
CPM05408	全甲鱼胶囊	Quanjiayu Jiaonang	Oral
CPM05409	全鹿大补丸	Quanlu Dabu Wan	Oral
CPM05410	全鹿片	Quanlu Pian	Oral
CPM05411	全鹿丸	Quanlu Wan	Oral
CPM05412	全天麻胶囊	Quantianma Jiaonang	Oral
CPM05413	全天麻咀嚼片	Quantianma Jujuepian	Oral
CPM05414	全天麻片	Quantianma Pian	Oral
CPM05415	泉州百草曲	Quanzhou Baicao Qu	Oral
CPM05416	泉州茶饼	Quanzhou Chabing	Oral
CPM05417	热毒宁注射液	Reduning Zhusheye	Injection
CPM05418	热毒平胶囊	Reduping Jiaonang	Oral
CPM05419	热毒平颗粒	Reduping Keli	Oral
CPM05420	热毒清锭	Reduqing Ding	Oral
CPM05421	热毒清片	Reduqing Pian	Oral
CPM05422	热痱搽剂	Refei Chaji	Topical
CPM05423	热感清喷雾剂	Reganqing Penwuji	Topical
CPM05424	热感赛比斯坦颗粒	Regan Saibisitan Keli	Oral
CPM05425	热可平注射液	Rekeping Zhusheye	Injection
CPM05426	热淋清咀嚼片	Relinqing Jujue Pian	Oral
CPM05427	热淋清糖浆	Relinqing Tangjiang	Oral
CPM05428	热炎宁合剂	Reyanning Heji	Oral
CPM05429	热炎宁胶囊	Reyanning Jiaonang	Oral
CPM05430	热炎宁颗粒	Reyanning Keli	Oral
CPM05431	热炎宁片	Reyanning Pian	Oral
CPM05432	人参败毒胶囊	Renshen Baidu Jiaonang	Oral
CPM05433	人参保肺丸	Renshen Baofei Wan	Oral
CPM05434	人参北芪胶囊	Renshen Beiqi Jiaonang	Oral
CPM05435	人参北芪片	Renshen Beiqi Pian	Oral
CPM05436	人参鳖甲煎丸	Renshen Biejiajian Wan	Oral
CPM05437	人参补膏	Renshenbugao	Oral
CPM05438	人参补气胶囊	Renshen Buqi Jiaonang	Oral
CPM05439	人参补丸	Renshen Buwan	Oral
CPM05440	人参袋泡茶	Renshen Daipaocha	Oral
CPM05441	人参当归颗粒	Renshen Danggui Keli	Oral
CPM05442	人参蜂王浆胶囊	Renshen Fengwangjiang Jiaonang	Oral
CPM05443	人参蜂王浆咀嚼片	Renshen Fengwangjiang Jujuepian	Oral
CPM05444	人参固本口服液	Renshen Guben Koufuye	Oral
CPM05445	人参固本丸	Renshen Guben Wan（Shuimiwan）	Oral
CPM05446	人参归脾丸	Renshen Guipi Wan	Oral
CPM05447	人参合剂	Renshen Koufuye	Oral
CPM05448	人参健脾片	Renshen Jianpi Pian	Oral
CPM05449	人参健脾丸	Renshen Jianpi Wan	Oral
CPM05450	人参茎叶皂苷胶囊	Renshenjingyezaogan Jiaonang	Oral
CPM05451	人参茎叶皂苷片	Renshen Jingye Zaogan Pian	Oral
CPM05452	人参茎叶总皂苷片	Renshen Jingye Zongzaogan Pian	Oral
CPM05453	人参灵芝胶囊	Renshen Lingzhi Jiaonang	Oral
CPM05454	人参鹿茸丸	Renshen Lurong Wan	Oral
CPM05455	人参女金丸	Renshen Nvjin Wan	Oral
CPM05456	人参片	Renshen Pian	Oral
CPM05457	人参首乌胶囊	Renshen Shouwu Jiaonang	Oral
CPM05458	人参首乌精	Renshen Shouwu Jing	Oral
CPM05459	人参首乌片	Renshen Shouwu Pian	Oral
CPM05460	人参糖肽	Renshen Tangtai	Injection
CPM05461	人参天麻蜂王浆口服液	Renshen Tianma Fengwangjiang Koufuye	Oral
CPM05462	人参天麻药酒	Renshen Tianma Yaojiu	Oral
CPM05463	人参卫生丸	Renshen Weisheng Wan	Oral
CPM05464	人参五味子颗粒	Renshen Wuweizi Keli	Oral
CPM05465	人参五味子糖浆	Renshen Wuweizi Tangjiang	Oral
CPM05466	人参养荣膏	Renshen Yangrong Gao	Oral
CPM05467	人参养荣丸	Renshen Yangrong Wan	Oral
CPM05468	人参药酒	Renshen Yaojiu	Oral
CPM05469	人参益母丸	Renshen Yimu Wan	Oral
CPM05470	人参再造丸	Renshen Zaizao Wan（Nongsuo Wan ）	Oral
CPM05471	人参珍珠口服液	Renshen Zhenzhu Koufuye	Oral
CPM05472	人丹	Ren Dan	Oral
CPM05473	人工虎骨粉	Rengong Hugu Fen	Oral
CPM05474	人工牛黄	Rengong Niuhuang	Oral
CPM05475	人工牛黄片	Rengong Niuhuang Pian	Oral
CPM05476	人工麝香	Rengong Shexiang	Oral
CPM05477	人知降糖胶囊	Renzhi Jiangtang Jiaonang	Oral
CPM05478	仁丹	Rendan	Oral
CPM05479	仁青常觉	Renqingchangjue	Oral
CPM05480	仁青芒觉	Renqingmangjue	Oral
CPM05481	仁青芒觉胶囊	Renqing Mangjue Jiaonang	Oral
CPM05482	忍冬感冒颗粒	Rendong Ganmao Keli	Oral
CPM05483	日晒防治膏	Rishai Fangzhi Gao	Topical
CPM05484	日舒安湿巾	Rishu'an Shijin	Topical
CPM05485	日舒安洗液	Rishu'an Xiye	Topical
CPM05486	茸参补肾胶囊	Rongshen Bushen Jiaonang	Oral
CPM05487	茸参益肾胶囊	Rongshen Yishen Jiaonang	Oral
CPM05488	茸地益肾胶囊	Rongdi Yishen Jiaonang	Oral
CPM05489	茸地益肾口服液	Rongdi Yishen Koufuye	Oral
CPM05490	茸桂补肾口服液	Ronggui Bushen Koufuye	Oral
CPM05491	茸蛤益肾合剂	Rongge Yishen Heji	Oral
CPM05492	茸坤丸	Rongkun Wan	Oral
CPM05493	茸芪益肾口服液	Rongqi Yishen Koufuye	Oral
CPM05494	茸杞补肾健脾茶	Rongqi Bushen Jianpi Cha	Oral
CPM05495	茸蓉补肾口服液	Rongrong Bushen Koufuye	Oral
CPM05496	茸术口服液	Rongzhu Koufuye	Oral
CPM05497	茸血安神丸	Rongxue Anshen Wan	Oral
CPM05498	茸血补脑液	Rongxue Bunao Ye	Oral
CPM05499	茸血补心丸	Rongxue Buxin Wan	Oral
CPM05500	茸萸补肾口服液	Rongyu Bushen Koufuye	Oral
CPM05501	荣发胶囊	Rongfa Jiaonang	Oral
CPM05502	荣心丸	Rongxin Wan	Oral
CPM05503	蓉丹口服液	Rongdan Koufuye	Oral
CPM05504	蓉蛾益肾口服液	Rong'e Yishen Koufuye	Oral
CPM05505	蓉杞参胶囊	Rongqishen Jiaonang	Oral
CPM05506	蓉仙口服液	Rongxian Koufuye	Oral
CPM05507	蓉芝益肾合剂	Rongzhi Yishen Heji	Oral
CPM05508	溶栓胶囊	Rongshuan Jiaonang	Oral
CPM05509	溶栓脑通胶囊	Rongshuan Naotong Jiaonang	Oral
CPM05510	溶栓片	Rongshuan Pian	Oral
CPM05511	柔肝健脾口服液	Rougan Jianpi Koufuye	Oral
CPM05512	柔肝解毒口服液	Rougan Jiedu Koufuye	Oral
CPM05513	柔肝解毒片	Rougan Jiedu Pian	Oral
CPM05514	柔肝顺气丸	Rougan Shunqi Wan	Oral
CPM05515	肉桂油	Rougui You	Oral
CPM05516	肉蔻四神丸	Roukou Sishen Wan	Oral
CPM05517	肉蔻五味丸	Roukou Wuwei Wan	Oral
CPM05518	如意定喘片	Ruyi Dingchuan Pian	Oral
CPM05519	如意定喘丸	Ruyi Dingchuan Wan	Oral
CPM05520	如意金黄散	Ruyi Jinhuang San	Topical
CPM05521	如意油	Ruyi You	Topical
CPM05522	如意珍宝胶囊	Ruyi Zhenbao Jiaonang	Oral
CPM05523	如意珍宝片	Ruyi Zhenbao Pian	Oral
CPM05524	如意珍宝丸	Ruyi Zhenbao Wan	Oral
CPM05525	乳安胶囊	Ru‘an Jiaonang	Oral
CPM05526	乳安片	Ru'an Pian	Oral
CPM05527	乳安丸	Ru'an Wan	Oral
CPM05528	乳疮丸	Ruchuang Wan	Oral
CPM05529	乳核内消胶囊	Ruhe Neixiao Jiaonang	Oral
CPM05530	乳核内消颗粒	Ruhe Neixiao Keli	Oral
CPM05531	乳核内消片	Ruhe Neixiao Pian	Oral
CPM05532	乳核内消丸	Ruhe Neixiao Wan	Oral
CPM05533	乳核内消液	Ruhe Neixiao Ye	Oral
CPM05534	乳核散结胶囊	Ruhe Sanjie Jiaonang	Oral
CPM05535	乳核散结片	Ruhe Sanjie Pian	Oral
CPM05536	乳疾灵胶囊	Rujiling Jiaonang	Oral
CPM05537	乳疾灵颗粒	Rujiling Keli	Oral
CPM05538	乳结康丸	Rujiekang Wan	Oral
CPM05539	乳结泰胶囊	Rujietai Jiaonang	Oral
CPM05540	乳康胶囊	Rukang Jiaonang	Oral
CPM05541	乳康颗粒	Rukang Keli	Oral
CPM05542	乳康片	Rukang Pian	Oral
CPM05543	乳康软胶囊	Rukang Ruanjiaonang	Oral
CPM05544	乳康舒胶囊	Rukangshu Jiaonang	Oral
CPM05545	乳康丸	Rukang Wan	Oral
CPM05546	乳块消胶囊	Rukuaixiao Jiaonang	Oral
CPM05547	乳块消颗粒	Rukuaixiao Keli	Oral
CPM05548	乳块消口服液	Rukuaixiao Koufuye	Oral
CPM05549	乳块消浓缩丸	Rukuaixiao Nongsuo Wan	Oral
CPM05550	乳块消片	Rukuaixiao Pian	Oral
CPM05551	乳块消软胶囊	Rukuaixiao Ruanjiaonang	Oral
CPM05552	乳块消糖浆	Rukuaixiao Tangjiang	Oral
CPM05553	乳块消贴膏	Rukuaixiao Tiegao	Topical
CPM05554	乳块消丸	Rukuaixiao Wan	Oral
CPM05555	乳鹿膏	Rulu Gao	Oral
CPM05556	乳宁胶囊	Runing Jiaonang	Oral
CPM05557	乳宁颗粒		Oral
CPM05558	乳宁片	Runing Pian	Oral
CPM05559	乳宁丸	Runing Wan	Oral
CPM05560	乳癖康胶囊	Rupikang Jiaonang	Oral
CPM05561	乳癖康片	Rupikang Pian	Oral
CPM05562	乳癖清胶囊	Rupiqing Jiaonang	Oral
CPM05563	乳癖清片	Rupiqing Pian	Oral
CPM05564	乳癖散结胶囊	Rupi Sanjie Jiaonang	Oral
CPM05565	乳癖散结颗粒	Rupi Sanjie Keli	Oral
CPM05566	乳癖散结片	Rupi Sanjie Pian	Oral
CPM05567	乳癖舒胶囊	Rupishu Jiaonang	Oral
CPM05568	乳癖舒片	Rupishu Pian	Oral
CPM05569	乳癖消胶囊	Rupixiao Jiaonang	Oral
CPM05570	乳癖消颗粒	Rupixiao Keli	Oral
CPM05571	乳癖消片	Rupixiao Pian	Oral
CPM05572	乳癖消贴膏	Rupixiao Tiegao	Topical
CPM05573	乳癖消丸	Rupixiao Wan	Oral
CPM05574	乳泉颗粒	Ruquan Keli	Oral
CPM05575	乳泰胶囊	Rutai Jiaonang	Oral
CPM05576	乳腺康注射液	Ruxiankang Zhusheye	Injection
CPM05577	乳香风湿气雾剂	Ruxiang Fengshi Qiwuji	Topical
CPM05578	乳增宁胶囊	Ruzengning Jiaonang	Oral
CPM05579	乳增宁片	Ruzengning Pian	Oral
CPM05580	阮氏上清丸	Ruanshi Shangqing Wan	Oral
CPM05581	软坚口服液	Ruanjian Koufuye	Oral
CPM05582	软坚药水	Ruanjian Yaoshui	Topical
CPM05583	软脉灵口服液	Ruanmailing Koufuye	Oral
CPM05584	瑞草油	Ruicao You	Topical
CPM05585	瑞花油	Ruihua You	Topical
CPM05586	润肠胶囊	Runchang Jiaonang	Oral
CPM05587	润肠宁神膏	Runchang Ningshen Gao	Oral
CPM05588	润肠软胶囊	Runchang Ruanjiaonang	Oral
CPM05589	润肠通秘茶	Runchang Tongbi Cha	Oral
CPM05590	润肠丸	Runchang Wan（Nongsuo Wan）	Oral
CPM05591	润肠丸浓缩丸	Runchang Wan Nongsuo Wan	Oral
CPM05592	润畅胶囊	Runchang Jiaonang	Oral
CPM05593	润肺膏	Runfei Gao	Oral
CPM05594	润肺化核膏	Runfei Huahe Gao	Topical
CPM05595	润肺化痰丸		Oral
CPM05596	润肺止咳合剂	Runfei Zhike Heji	Oral
CPM05597	润肺止咳胶囊	Runfei Zhike Jiaonang	Oral
CPM05598	润肺止嗽丸	Runfei Zhisou Wan	Oral
CPM05599	润喉丸	Runhou Wan	Oral
CPM05600	润喉药茶	Runhou Yaocha	Oral
CPM05601	润肌皮肤膏	Runji Pifu Gao	Topical
CPM05602	润通丸	Runtong Wan	Oral
CPM05603	润伊容胶囊	Runyirong Jiaonang	Oral
CPM05604	润伊容口服液	Runyirong Koufuye	Oral
CPM05605	润燥止痒胶囊	Runzao Zhiyang Jiaonang	Oral
CPM05606	萨热大鹏丸	Sare Dapeng Wan	Oral
CPM05607	萨热十三味鹏鸟丸	Sare Shisanwei Pengniao Wan	Oral
CPM05608	腮腺宁糊剂	Saixianning Huji	Topical
CPM05609	腮腺炎片	Saixianyan Pian	Oral
CPM05610	塞隆风湿酒	Sailong Fengshi Jiu	Oral
CPM05611	塞隆风湿软胶囊	Sailong Fengshi Ruanjiaonang	Oral
CPM05612	塞雪风湿胶囊	Saixue Fengshi Jiaonang	Oral
CPM05613	赛金化毒散	Saijin Huadu San	Oral
CPM05614	赛空青眼药	Saikongqing Yanyao	Topical
CPM05615	赛霉安乳膏	Saimeian Rugao	Topical
CPM05616	赛霉安散	Saimeian San	Topical
CPM05617	赛胃安胶囊	Saiwei'an Jiaonang	Oral
CPM05618	三拗片	Sanao Pian	Oral
CPM05619	三白草肝炎糖浆	Sanbaicao Ganyan Tangjiang	Oral
CPM05620	三宝胶囊	Sanbao Jiaonang	Oral
CPM05621	三宝片	Sanbao Pian	Oral
