CHP_ID	Chinese_herbal_pieces	Chinese_synonyms	Pinyin_term	English_term	Sources
CHP00333	茶叶	皋芦|茶|普洱茶|绿茶|大茶药	cha ye	Common Tea	Viridiplantae
CHP00334	茶油	油茶油	cha you	Oleum Camelliae	Viridiplantae
CHP00335	茶油粑		cha you ba	Camellia oleifera	Viridiplantae
CHP00336	茶子		cha zi	Tea Seed	Viridiplantae
CHP00337	茶子饼		cha zi bing	Camellia oleifera	Viridiplantae
CHP00338	檫树		cha shu	Sassafras tzumu	Viridiplantae
CHP00339	柴桂	三条筋	chai gui	Tibet Cinnamon Bark	Viridiplantae
CHP00340	柴厚朴		chai hou po	Magnolia figlarii	Viridiplantae
CHP00341	柴胡	滇柴胡|烟台柴胡|紫胡|地胆头|北柴胡|狭叶柴胡|红柴胡|春柴胡|醋北柴胡	chai hu	Radix Bupleuri	Viridiplantae
CHP00342	柴胡叶链荚豆		chai hu ye lian jia dou	Alysicarpus bupleurifolius	Viridiplantae
CHP00343	豺皮樟		chai pi zhang	Litsea rotundifolia	Viridiplantae
CHP00344	缠竹黄		chan zhu huang	Tripterospermum cordifolium	Viridiplantae
CHP00345	潺槁树	残槁蔃	chan gao shu	Litsea glutinosa	Viridiplantae
CHP00346	菖蒲叶		chang pu ye	Acorus tatarinowii	Viridiplantae
CHP00347	常春藤		chang chun teng	Chinese Ivy Equivalent plant: Hedera rhombea	Viridiplantae
CHP00348	常春藤子		chang chun teng zi	Hedera nepalensis	Viridiplantae
CHP00349	常春卫矛	扶芳藤	chang chun wei mao	Euonymus fortunei	Viridiplantae
CHP00350	常山	蜀漆	chang shan	Radix Dichroae	Viridiplantae
CHP00351	朝鲜白头翁		chao xian bai tou weng	Korean Pulsatilla	Viridiplantae
CHP00352	朝鲜崖柏		chao xian ya bai	Thuja koraiensis	Viridiplantae
CHP00353	朝鲜崖柏仁		chao xian ya bai ren	Thuja koraiensis	Viridiplantae
CHP00354	朝鲜一枝黄花		chao xian yi zhi huang hua	Solidago virgaurea	Viridiplantae
CHP00355	车前草	车前|平车前|滇车前	che qian cao	all-grass of Rippleseed plantain	Viridiplantae
CHP00356	车前子	盐车前子	che qian zi	seed of Asiatic pantain	Viridiplantae
CHP00357	车桑仔	车桑子	che sang zai	Dodonaea viscosa	Viridiplantae
CHP00358	车桑仔根	车桑子根	che sang zai gen	Dodonaea viscosa	Viridiplantae
CHP00359	车桑仔叶	车桑子叶	che sang zai ye	Clammy Hopseedbush Leaf	Viridiplantae
CHP00360	沉香	土沉香|白沉香	chen xiang	Lignum Aquilariae Resinatum	Viridiplantae
CHP00361	陈皮	广陈皮|陈皮油	chen pi	Dried Tangerine Peel	Viridiplantae
CHP00362	柽柳	西河柳	cheng liu	Chinese Tamarisk Equivalent plant: Tamarix ramosissima	Viridiplantae
CHP00363	柽柳花		cheng liu hua	Tamarix chinensis	Viridiplantae
CHP00364	澄茄子		cheng qie zi	Mountain Spicy Tree	Viridiplantae
CHP00365	橙黄玉凤花		cheng huang yu feng hua	Habenaria rhodocheila	Viridiplantae
CHP00366	橙皮		cheng pi	Bitter orange	Viridiplantae
CHP00367	橙叶		cheng ye	Citrus sinensis	Viridiplantae
CHP00368	橙子	鲜橙	cheng zi	Fragrant Citrus	Viridiplantae
CHP00369	橙子核		cheng zi he	Fragrant Citrus Seed	Viridiplantae
CHP00370	橙子皮		cheng zi pi	Pericarp	Viridiplantae
CHP00371	秤钩风	苍白秤钩风	cheng gou feng	Diploclisia glaucescens	Viridiplantae
CHP00372	齿瓣延胡索		chi ban yan hu suo	Toothedpetal Corydalis	Viridiplantae
CHP00373	齿叶草		chi ye cao	Lateripening Bartsia	Viridiplantae
CHP00374	齿叶橐吾		chi ye tuo wu	Toothleaf Goldenray	Viridiplantae
CHP00375	豉汁		shi zhi	Glycine max	Viridiplantae
CHP00376	赤瓟		chi bo	Thladiantha dubia	Viridiplantae
CHP00377	赤瓟根		chi bo gen	Thladiantha dubia	Viridiplantae
CHP00378	赤车		chi che	Pellionia radicans	Viridiplantae
CHP00379	赤车使者		chi che shi zhe	Pellionia radicans	Viridiplantae
CHP00380	赤车使者根		chi che shi zhe gen	Elatostema umbellatum	Viridiplantae
CHP00381	赤麻		chi ma	Tricuspidate Falsenettle	Viridiplantae
CHP00382	赤楠	赤楠根|牛金子	chi nan	Boxleaf Syzygium	Viridiplantae
CHP00383	赤楠蒲桃叶		chi nan pu tao ye	Syzygium buxifolium	Viridiplantae
CHP00384	赤小豆	赤豆	chi xiao dou	Semen Phaseoli	Viridiplantae
CHP00385	赤小豆叶		chi xiao dou ye	Vigna angularis	Viridiplantae
CHP00386	赤杨		chi yang	Japanese Alder	Viridiplantae
CHP00387	翅柄铁线蕨		chi bing tie xian jue	Adiantum capillus-junonis	Viridiplantae
CHP00388	虫莲		chong lian	Sanguisorba filiformis	Viridiplantae
CHP00389	臭柏		chou bai	Savin	Viridiplantae
CHP00390	臭黄荆根		chou huang jing gen	Premna ligustroides	Viridiplantae
CHP00391	臭灵丹		chou ling dan	Laggera pterodonta	Viridiplantae
CHP00392	臭灵丹草		chou ling dan cao	Laggera crispata	Viridiplantae
CHP00393	臭茉莉		chou mo li	Fragrant Glorybower	Viridiplantae
CHP00394	臭牡丹		chou mu dan	Rose Glorybower (Clerodendrum)	Viridiplantae
CHP00395	臭牡丹根		chou mu dan gen	Radix Clerodendri bungei	Viridiplantae
CHP00396	臭山羊		chou shan yang	Japanese Orixa	Viridiplantae
CHP00397	臭梧桐	土阿魏	chou wu tong	Glorybower leaf, Clerodendron leaf	Viridiplantae
CHP00398	臭梧桐根		chou wu tong gen	Harlequin Glorybower Root	Viridiplantae
CHP00399	臭梧桐叶		chou wu tong ye	Clerodendrum trichotomum	Viridiplantae
CHP00400	樗叶		chu ye	Ailanthus altissima	Viridiplantae
CHP00401	樗叶花椒	浙桐皮	chu ye hua jiao	Ailanthus-like Pricklyash	Viridiplantae
CHP00402	樗叶花椒根		chu ye hua jiao gen	Ailanthus-like Pricklyash Root	Viridiplantae
CHP00403	除虫菊		chu chong ju	Dalmatian Pyrethrum Equivalent plant: Chrysanthemum coccineum	Viridiplantae
CHP00404	楮茎		chu jing	Broussonetia papyrifera	Viridiplantae
CHP00405	楮皮间白汁		chu pi jian bai zhi	Broussonetia papyrifera	Viridiplantae
CHP00406	楮实子	楮实	chu shi zi	Broussonetiae Fructus	Viridiplantae
CHP00407	楮树白皮		chu shu bai pi	Broussonetia papyrifera	Viridiplantae
CHP00408	楮树根	构树根|构树	chu shu gen	Broussonetia papyrifera	Viridiplantae
CHP00409	楮头红		chu tou hong	Melastoma candidum	Viridiplantae
CHP00410	楮叶		chu ye	Broussonetia papyrifera	Viridiplantae
CHP00411	川八角莲		chuan ba jiao lian	Veitch Dysosma	Viridiplantae
CHP00412	川贝母	贝母|贝母花|紫贝母|棱砂贝母|川贝	chuan bei mu	Bulb of Tendrilleaf Fritillary	Viridiplantae
CHP00413	川滇淫羊藿		chuan dian yin yang huo	David Epimedium	Viridiplantae
CHP00414	川鄂淫羊藿		chuan e yin yang huo	Farges Epimedium	Viridiplantae
CHP00415	川木通		chuan mu tong	Caulis Clematidis Armandii	Viridiplantae
CHP00416	川木香		chuan mu xiang	Radix Vladimiriae	Viridiplantae
CHP00417	川乌	侧子|乌头|生川乌	chuan wu	root of Common Monkshood	Viridiplantae
CHP00418	川西獐牙菜		chuan xi zhang ya cai	Mussot Swertia; Musso!  Swertia	Viridiplantae
CHP00419	川芎	酒川芎|川穹	chuan qiong	Rhizoma Chuanxiong	Viridiplantae
CHP00420	穿根藤	春根藤	chuan gen teng	Psychotria serpens	Viridiplantae
CHP00421	穿龙薯蓣	穿山龙	chuan long shu yu	Nippon Yam Equivalent plant: Dioscorea nipponica ssp rosthornii	Viridiplantae
CHP00422	穿心莲	穿心莲叶|莶草	chuan xin lian	all-grass of Common Androgrphis	Viridiplantae
CHP00423	吹云草	一碗泡	chui yun cao	Salomonia cantoniensis	Viridiplantae
CHP00424	垂盆草	鲜垂盆草|虎眼万年青	chui pen cao	Herba Sedi	Viridiplantae
CHP00425	垂丝海棠		chui si hai tang	Malus halliana	Viridiplantae
CHP00426	垂丝卫矛	青皮树	chui si wei mao	Euonymus oxyphyllus	Viridiplantae
CHP00427	春不见		chun bu jian	Botrypus virginianus	Viridiplantae
CHP00428	春福寿草		chun fu shou cao	Yellow Adonis	Viridiplantae
CHP00429	春砂花		chun sha hua	Wurfbainia villosa	Viridiplantae
CHP00430	椿白皮		chun bai pi	Cortex Toonae Sinensis Radicis	Viridiplantae
CHP00431	椿皮	樗白皮|大果臭椿皮	chun pi	Cortex Ailanthi	Viridiplantae
CHP00432	椿叶		chun ye	Toona sinensis	Viridiplantae
CHP00433	莼菜	莼	chun cai	Brasenia schreberi	Viridiplantae
CHP00434	慈竹根		ci zhu gen	Bambusa textilis	Viridiplantae
CHP00435	慈竹花		ci zhu hua	Bambusa textilis	Viridiplantae
CHP00436	慈竹气笋		ci zhu qi sun	Neosinocalamus affinis	Viridiplantae
CHP00437	慈竹茹		ci zhu ru	Bambusa textilis	Viridiplantae
CHP00438	慈竹笋		ci zhu sun	Neosinocalamus affinis	Viridiplantae
CHP00439	慈竹箨		ci zhu tuo	Neosinocalamus affinis	Viridiplantae
CHP00440	慈竹叶		ci zhu ye	Bambusa emeiensis	Viridiplantae
CHP00441	刺柏	山刺柏	ci bai	Taiwan Juniper	Viridiplantae
CHP00442	刺参	红花刺参|白仙茅	ci can	Morina nepalensis	Viridiplantae
CHP00443	刺果甘草		ci guo gan cao	Pricklyfruit Licorice	Viridiplantae
CHP00444	刺果苏木		ci guo su mu	Nickernut Caesalpinia	Viridiplantae
CHP00445	刺槐花		ci huai hua	Black Locust Flower	Viridiplantae
CHP00446	刺黄柏茎叶		ci huang bai jing ye	Berberis gracilipes	Viridiplantae
CHP00447	刺黄连		ci huang lian	Radix et Caulis Mahonae flavidae	Viridiplantae
CHP00448	刺梨	刺梨果	ci li	Roxburgh Rose	Viridiplantae
CHP00449	刺梨花		ci li hua	Rosa roxburghii	Viridiplantae
CHP00450	刺藜		ci li	Teloxys aristata	Viridiplantae
CHP00451	刺李		ci li	Prunus spinosa	Viridiplantae
CHP00452	刺莓果		ci mei guo	Rosa davurica	Viridiplantae
CHP00453	刺楸树根		ci qiu shu gen	Kalopanax septemlobus	Viridiplantae
CHP00454	刺楸树皮		ci qiu shu pi	Septemlobate Kalopanax Bark	Viridiplantae
CHP00455	刺桐	乔木刺桐|海桐皮	ci tong	Coral-tree	Viridiplantae
CHP00456	刺五加	川加皮	ci wu jia	Radix et Rhizoma seu Caulis Acanthopanacis Senticosi	Viridiplantae
CHP00457	葱	鲜葱|生葱	cong	Allium fistulosum	Viridiplantae
CHP00458	葱白		cong bai	Allium bulb, Wild scallion, Chinese green onion	Viridiplantae
CHP00459	葱实		cong shi	Semen Allii fistulosi	Viridiplantae
CHP00460	葱须		cong xu	Radix Allii fistulosi	Viridiplantae
CHP00461	葱叶		cong ye	Folium Allii fistulosi	Viridiplantae
CHP00462	葱汁		cong zhi	Caulis seu Herba Allii fistulosi	Viridiplantae
CHP00463	楤木		song mu	Japanese Aralia	Viridiplantae
CHP00464	楤木白皮		song mu bai pi	Aralia chinensis	Viridiplantae
CHP00465	楤木根		song mu gen	Aralia chinensis	Viridiplantae
CHP00466	粗榧子		cu fei zi	Cephalotaxus sinensis	Viridiplantae
CHP00467	粗叶悬钩子		cu ye xuan gou zi	Roughleaf Raspberry	Viridiplantae
CHP00468	粗硬毛滇紫草		cu ying mao dian zi cao	Hispid Onosma*	Viridiplantae
CHP00469	催吐萝芙木		cui tu luo fu mu	Emitic DeviIpepper	Viridiplantae
CHP00470	翠雀花		cui que hua	Bouquet Larkspur	Viridiplantae
CHP00471	寸节七		cun jie qi	Viola diamantiaca	Viridiplantae
CHP00472	打碗花	面根藤	da wan hua	Calystegia hederacea	Viridiplantae
CHP00473	大白杜鹃	白马鬃铃花	da bai du juan	Rhododendron decorum	Viridiplantae
CHP00474	大半边旗		da ban bian qi	Pteris dissitifolia	Viridiplantae
CHP00475	大苞寄生		da bao ji sheng	Tolypanthus maclurei	Viridiplantae
CHP00476	大苞芹		da bao qin	Dickinsia hydrocotyloides	Viridiplantae
CHP00477	大苞鸭跖草		da bao ya zhi cao	Commelina paludosa	Viridiplantae
CHP00478	大报春花	滇海水仙花	da bao chun hua	Primula pseudodenticulata	Viridiplantae
CHP00479	大扁竹兰		da bian zhu lan	Iris wattii	Viridiplantae
CHP00480	大驳骨		da bo gu	Malabanut	Viridiplantae
CHP00481	大草蔻		da cao kou	Alpinia katsumadai	Viridiplantae
CHP00482	大巢菜		da chao cai	Herba Viciae Sativae	Viridiplantae
CHP00483	大车前		da che qian	Rippleseed Plantain	Viridiplantae
CHP00484	大串连果		da chuan lian guo	Bridelia stipularis	Viridiplantae
CHP00485	大丁草		da ding cao	Herba Leibnitziae	Viridiplantae
CHP00486	大豆	豆黄|大豆油	da dou	Soybean	Viridiplantae
CHP00487	大豆黄卷		da dou huang juan	Glycine max	Viridiplantae
CHP00488	大独叶草	酸模叶橐吾	da du ye cao	Ligularia lapathifolia	Viridiplantae
CHP00489	大杜鹃		da du juan	Rhododendron spinuliferum	Viridiplantae
CHP00490	大对经草		da dui jing cao	Hypericum przewalskii	Viridiplantae
CHP00491	大萼鹿角藤		da e lu jiao teng	Chonemorpha megacalyx	Viridiplantae
CHP00492	大飞扬		da fei yang	Bauhinia faberi	Viridiplantae
CHP00493	大肺筋草		da fei jin cao	Sanicula lamelligera	Viridiplantae
CHP00494	大风药		da feng yao	Rhamnus napalensis	Viridiplantae
CHP00495	大风药叶		da feng yao ye	Rhamnus napalensis	Viridiplantae
CHP00496	大风子	大枫子仁|大枫子	da feng zi	Hydnocarpi Anthelminticae Semen	Viridiplantae
CHP00497	大风子油		da feng zi you	Hydnocarpus hainanensis	Viridiplantae
CHP00498	大浮萍		da fu ping	Herba Pistiae	Viridiplantae
CHP00499	大果巴戟		da guo ba ji	Gynochthodes cochinchinensis	Viridiplantae
CHP00500	大果大戟		da guo da ji	Largefruit Euphorbia	Viridiplantae
CHP00501	大果卫矛		da guo wei mao	Euonymus myrianthus	Viridiplantae
CHP00502	大过路黄		da guo lu huang	Lysimachia phyllocephala	Viridiplantae
CHP00503	大过山龙		da guo shan long	Rhaphidophora decursiva	Viridiplantae
CHP00504	大黑头草		da hei tou cao	Herba Elsholtziae penduliflorae	Viridiplantae
CHP00505	大红花点地梅		da hong hua dian di mei	Androsace bulleyana	Viridiplantae
CHP00506	大红毛叶		da hong mao ye	Pterospermum kingtungense	Viridiplantae
CHP00507	大红青菜		da hong qing cai	Jacobaea analoga	Viridiplantae
CHP00508	大花糙苏		da hua cao su	Largeflower Jerusalemsage	Viridiplantae
CHP00509	大花活血丹		da hua huo xue dan	Glechoma sinograndis	Viridiplantae
CHP00510	大花美人蕉		da hua mei ren jiao	Canna x generalis	Viridiplantae
CHP00511	大花素馨花		da hua su xin hua	Jasminum officinale	Viridiplantae
CHP00512	大花威灵仙		da hua wei ling xian	Clematis courtoisii	Viridiplantae
CHP00513	大黄	酒大黄|熟大黄|掌叶大黄|大黄药|制大黄	dai huang	root and rhziome of Sorrel Rhubarb	Viridiplantae
CHP00514	大黄花		dai huang hua	Cymbaria daurica	Viridiplantae
CHP00515	大黄茎		dai huang jing	Rhizoma seu Plantula Rhei palmati	Viridiplantae
CHP00516	大昏鸡头		da hun ji tou	Cyrtomium caryotideum	Viridiplantae
CHP00517	大昏头鸡		da hun tou ji	Cyrtomium caryotideum	Viridiplantae
CHP00518	大火草根		da huo cao gen	Radix Anemones Tomentosae	Viridiplantae
CHP00519	大戟	红大戟|绵大戟|京大戟	da ji	Euphorbia pekinensis	Viridiplantae
CHP00520	大蓟	牛戳口	da ji	all-grass of Thistle	Viridiplantae
CHP00521	大蓟根		da ji gen	Eryngium planum	Viridiplantae
CHP00522	大蓟炭		da ji tan	Cirsium japonicum	Viridiplantae
CHP00523	大剑叶木		da jian ye mu	Dracaena terniflora	Viridiplantae
CHP00524	大箭		da jian	Herba Alismatis Canaliculati	Viridiplantae
CHP00525	大金银花		da jin yin hua	Lonicera fragrantissima	Viridiplantae
CHP00526	大九股牛		da jiu gu niu	Radix Dobineae Delavayi	Viridiplantae
CHP00527	大块瓦		da kuai wa	Asarum geophilum	Viridiplantae
CHP00528	大狼把草		da lang ba cao	Bidens frondosa	Viridiplantae
CHP00529	大冷水麻		da leng shui ma	Pilea melastomoides	Viridiplantae
CHP00530	大理木香		da li mu xiang	Dolomiaea edulis	Viridiplantae
CHP00531	大鳞毛蕨		da lin mao jue	Dryopteris expansa	Viridiplantae
CHP00532	大麻疙瘩		da ma ge da	Piper yunnanense	Viridiplantae
CHP00533	大麻叶泽兰	大麻叶佩兰	da ma ye ze lan	Hemp-agrimony	Viridiplantae
CHP00534	大麦	浮大麦	da mai	Hordeum vulgare	Viridiplantae
CHP00535	大麦苗		da mai miao	Hordeum vulgare	Viridiplantae
CHP00536	大芒萁		da mang qi	Dicranopteris ampla	Viridiplantae
CHP00537	大毛桐子根		da mao tong zi gen	Radix Malloti Barbarati	Viridiplantae
CHP00538	大膜盖蕨		da mo gai jue	Leucostegia immersa	Viridiplantae
CHP00539	大母猪藤		da mu zhu teng	Pseudocayratia oligocarpa	Viridiplantae
CHP00540	大木通		da mu tong	Clematis argentilucida	Viridiplantae
CHP00541	大青	土地骨皮	da qing	Clerodendrum cyrtophyllum	Viridiplantae
CHP00542	大青根		da qing gen	Clerodendrum cyrtophyllum	Viridiplantae
CHP00543	板蓝根	板蓝板|板兰根|蓼大青叶|木板蓝根|木大青叶|大青叶|蓝根	da qing ye	Isatis leaf	Viridiplantae
CHP00544	大散血		da san xue	Lysimachia japonica	Viridiplantae
CHP00545	大沙叶		da sha ye	Pavetta hongkongensis	Viridiplantae
CHP00546	大砂仁		da sha ren	Meistera muricarpa	Viridiplantae
CHP00547	大山豆		da shan dou	Clitoria mariana	Viridiplantae
CHP00548	大山黧豆		da shan li dou	Lathyrus davidii	Viridiplantae
CHP00549	大山玄参		da shan xuan can	Scrophularia kakudensis	Viridiplantae
CHP00550	大伸筋		da shen jin	Schisandra henryi	Viridiplantae
CHP00551	大伸筋草		da shen jin cao	Phlegmariurus carinatus	Viridiplantae
CHP00552	大石枣		da shi zao	Malus kansuensis	Viridiplantae
CHP00553	大树跌打		da shu die da	Endospermum chinense	Viridiplantae
CHP00554	大树甘草		da shu gan cao	Schizomussaenda dehiscens	Viridiplantae
CHP00555	大树三台		da shu san tai	Cleidion brevipetiolatum	Viridiplantae
CHP00556	大酸浆草		da suan jiang cao	Rumex hastatus	Viridiplantae
CHP00557	大蒜	紫皮大蒜|大蒜油	da suan	Bulbus Allii	Viridiplantae
CHP00558	大铜钱菜		da tong qian cai	Lilaeopsis chinensis	Viridiplantae
CHP00559	大头陈		da tou chen	Adenosma indiana	Viridiplantae
CHP00560	大头橐吾	兔打伞	da tou tuo wu	Japanese Goldenray	Viridiplantae
CHP00561	大透骨消		da tou gu xiao	Radix seu Folium Gaultheriae Forrestii	Viridiplantae
CHP00562	大瓦韦		da wa wei	Lepisorus macrosphaerus	Viridiplantae
CHP00563	大乌金草		da wu jin cao	Asarum pulchellum	Viridiplantae
CHP00564	大乌泡		da wu pao	Herba Rubi multibracteati	Viridiplantae
CHP00565	大乌泡根		da wu pao gen	Rubus setchuenensis	Viridiplantae
CHP00566	大五爪金龙		da wu zhao jin long	Tetrastigma lenticellatum	Viridiplantae
CHP00567	大细辛		da xi xin	Asarum maximum	Viridiplantae
CHP00568	大荨麻	焮麻	da xun ma	Urtica mairei	Viridiplantae
CHP00569	大叶桉	大叶桉油	da ye an	Eucalyptus robusta	Viridiplantae
CHP00570	大叶桉果		da ye an guo	Eucalyptus robusta	Viridiplantae
CHP00571	大叶桉叶		da ye an ye	Swamp Mahogany Leaf	Viridiplantae
CHP00572	大叶白花灯笼		da ye bai hua deng long	Clerodendrum canescens	Viridiplantae
CHP00573	大叶柴胡		da ye chai hu	Bigleaf Thorowax	Viridiplantae
CHP00574	大叶钓樟		da ye diao zhang	Lindera umbellata	Viridiplantae
CHP00575	大叶凤仙花		da ye feng xian hua	Impatiens apalophylla	Viridiplantae
CHP00576	大叶骨碎补		da ye gu sui bu	Taiwan Davallia	Viridiplantae
CHP00577	大叶花椒		da ye hua jiao	Shellfish Pricklyash	Viridiplantae
CHP00578	大叶花椒茎叶		da ye hua jiao jing ye	Zanthoxylum dissitum	Viridiplantae
CHP00579	大叶矶松		da ye ji song	Limonium gmelinii	Viridiplantae
CHP00580	大叶鸡菊花		da ye ji ju hua	Vernonia volkameriifolia	Viridiplantae
CHP00581	大叶金花草		da ye jin hua cao	Common Wedgelet Fern	Viridiplantae
CHP00582	大叶金锦香	蚂蚁花根	da ye jin jin xiang	Osbeckia nepalensis	Viridiplantae
CHP00583	大叶蒟		da ye ju	Largeleaf Pipper*	Viridiplantae
CHP00584	大叶苣荬菜		da ye qu mai cai	Herba seu radix Sonchi asperis	Viridiplantae
CHP00585	大叶藜		da ye li	Chenopodiastrum hybridum	Viridiplantae
CHP00586	大叶马尾连	大叶唐松草	da ye ma yi lian	Thalictrum acutifolium	Viridiplantae
CHP00587	大叶拿身草		da ye na shen cao	Sohmaea laxiflora	Viridiplantae
CHP00588	大叶南苏		da ye nan su	Rhaphidophora peepla	Viridiplantae
CHP00589	大叶楠根		da ye nan gen	Machilus leptophylla	Viridiplantae
CHP00590	大叶排草		da ye pai cao	Lysimachia fordiana	Viridiplantae
CHP00591	大叶千斤拔		da ye qian jin ba	Flemingia macrophylla	Viridiplantae
CHP00592	大叶青木香		da ye qing mu xiang	Aristolochia kwangsiensis	Viridiplantae
CHP00593	大叶树萝卜		da ye shu luo bo	Vaccinium ardisioides	Viridiplantae
CHP00594	大叶酸藤子		da ye suan teng zi	Embelia subcoriacea	Viridiplantae
CHP00595	大叶糖胶树		da ye tang jiao shu	Deviltree Alstonia	Viridiplantae
CHP00596	大叶铁包金		da ye tie bao jin	Berchemia giraldiana	Viridiplantae
CHP00597	大叶仙茅		da ye xian mao	Largeleaf Curculigo	Viridiplantae
CHP00598	大叶香荠菜		da ye xiang ji cai	Lepidium virginicum	Viridiplantae
CHP00599	大叶香薷		da ye xiang ru	Twoanther Mosla	Viridiplantae
CHP00600	大叶云实		da ye yun shi	Ticanto magnifoliolata	Viridiplantae
CHP00601	大叶藻		da ye zao	Zostera marina	Viridiplantae
CHP00602	大叶子		da ye zi	Astilboides tabularis	Viridiplantae
CHP00603	大叶紫苏		da ye zi su	Vuhuangia flava	Viridiplantae
CHP00604	大叶紫珠	广东紫珠	da ye zi zhu	Bigleaf Beautyberry	Viridiplantae
